DOI,Abstract,Label,Cleaned_Abstract
10.1002/for.2417,"Abstract The difficulty in modelling inflation and the significance in discovering the underlying data‐generating process of inflation is expressed in an extensive literature regarding inflation forecasting. In this paper we evaluate nonlinear machine learning and econometric methodologies in forecasting US inflation based on autoregressive and structural models of the term structure. We employ two nonlinear methodologies: the econometric least absolute shrinkage and selection operator (LASSO) and the machine‐learning support vector regression (SVR) method. The SVR has never been used before in inflation forecasting considering the term spread as a regressor. In doing so, we use a long monthly dataset spanning the period 1871:1–2015:3 that covers the entire history of inflation in the US economy. For comparison purposes we also use ordinary least squares regression models as a benchmark. In order to evaluate the contribution of the term spread in inflation forecasting in different time periods, we measure the out‐of‐sample forecasting performance of all models using rolling window regressions. Considering various forecasting horizons, the empirical evidence suggests that the structural models do not outperform the autoregressive ones, regardless of the model's method. Thus we conclude that the term spread models are not more accurate than autoregressive models in inflation forecasting. Copyright © 2016 John Wiley &amp; Sons, Ltd.",1,abstract the difficulty in modelling inflation and the significance in discovering the underlying data‐generating process of inflation is expressed in an extensive literature regarding inflation forecasting in this paper we evaluate nonlinear machine learning and econometric methodologies in forecasting us inflation based on autoregressive and structural models of the term structure we employ two nonlinear methodologies the econometric least absolute shrinkage and selection operator lasso and the machine‐learning support vector regression svr method the svr has never been used before in inflation forecasting considering the term spread as a regressor in doing so we use a long monthly dataset spanning the period – that covers the entire history of inflation in the us economy for comparison purposes we also use ordinary least squares regression models as a benchmark in order to evaluate the contribution of the term spread in inflation forecasting in different time periods we measure the out‐of‐sample forecasting performance of all models using rolling window regressions considering various forecasting horizons the empirical evidence suggests that the structural models do not outperform the autoregressive ones regardless of the models method thus we conclude that the term spread models are not more accurate than autoregressive models in inflation forecasting copyright © john wiley amp sons ltd
10.1002/for.2948,"Abstract This paper considers the problem of forecasting inflation in the United States, the euro area, and the United Kingdom in the presence of possible structural breaks and changing parameters. We examine a range of moving window techniques that have been proposed in the literature. We extend previous works by considering factor models using principal components and dynamic factors. We then consider the use of forecast combinations with time‐varying weights. Our basic finding is that moving windows do not produce a clear benefit to forecasting. Time‐varying combination of forecasts does produce a substantial improvement in forecasting accuracy.",1,abstract this paper considers the problem of forecasting inflation in the united states the euro area and the united kingdom in the presence of possible structural breaks and changing parameters we examine a range of moving window techniques that have been proposed in the literature we extend previous works by considering factor models using principal components and dynamic factors we then consider the use of forecast combinations with time‐varying weights our basic finding is that moving windows do not produce a clear benefit to forecasting time‐varying combination of forecasts does produce a substantial improvement in forecasting accuracy
,"Contemporary literature on monetary policy analysis concludes that use of an interest rate policy rule that responds to expected inflation in some future period may generate indeterminacy - a multiplicity of stable rational expectations (RE) solutions. By contrast, this article argues that in these analyses only one of the solutions possesses the property of learnability, which is necessary for the plausibility of any RE solution since its absence implies that there is no way for individuals to obtain enough information to form expectations that would support the solution in question. Thus indeterminacy of the type discussed is not an actual problem for actual policymakers.",1,contemporary literature on monetary policy analysis concludes that use of an interest rate policy rule that responds to expected inflation in some future period may generate indeterminacy a multiplicity of stable rational expectations re solutions by contrast this article argues that in these analyses only one of the solutions possesses the property of learnability which is necessary for the plausibility of any re solution since its absence implies that there is no way for individuals to obtain enough information to form expectations that would support the solution in question thus indeterminacy of the type discussed is not an actual problem for actual policymakers
,"Contemporary literature on monetary policy analysis concludes that use of an interest rate policy rule that responds to expected inflation in some future period may generate indeterminacy — a multiplicity of stable rational expectations (RE) solutions. By contrast, this article argues that in these analyses only one of the solutions possesses the property of learnability, which is necessary for the plausibility of any RE solution since its absence implies that there is no way for individuals to obtain enough information to form expectations that would support the solution in question. Thus indeterminacy of the type discussed is not an actual problem for actual policymakers.",1,contemporary literature on monetary policy analysis concludes that use of an interest rate policy rule that responds to expected inflation in some future period may generate indeterminacy — a multiplicity of stable rational expectations re solutions by contrast this article argues that in these analyses only one of the solutions possesses the property of learnability which is necessary for the plausibility of any re solution since its absence implies that there is no way for individuals to obtain enough information to form expectations that would support the solution in question thus indeterminacy of the type discussed is not an actual problem for actual policymakers
,In 2011 all ECB publications feature a motif taken from the €100 banknote. NOTE: This Working Paper should not be reported as representing the views of the European Central Bank (ECB). The views expressed are those of the authors and do not necessarily reflect those of the ECB. This paper can be downloaded without charge from,1,in all ecb publications feature a motif taken from the € banknote note this working paper should not be reported as representing the views of the european central bank ecb the views expressed are those of the authors and do not necessarily reflect those of the ecb this paper can be downloaded without charge from
10.1080/17538960802567818,This paper forecasts inflation in China over a 12-month horizon. The analysis runs 15 alternative models and finds that only those considering many predictors via a principal component display a better relative forecasting performance than the univariate benchmark.,1,this paper forecasts inflation in china over a month horizon the analysis runs alternative models and finds that only those considering many predictors via a principal component display a better relative forecasting performance than the univariate benchmark
,"Because of the forward-looking nature of inflation targeting, successful implementation of the framework entails good forecasting ability for the monetary authorities. Toward this end, the BSP has exerted considerable efforts at developing its econometric models. In order to provide monetary authorities with a clearer indication of the outlook on inflation over the policy horizon of two years, the BSP has been developing an annual macroeconomic model for inflation forecasting and policy analysis. The objective of the project is to provide the BSP a quantitative tool to forecast headline and core inflation rates one to two years into the future; to analyze the impact on headline and core inflation of key factors such as the exchange rate, world oil price, interest rates, wages, government borrowing and other relevant variables; to determine the effectiveness of different channels and instruments of monetary policy, with special attention to the impact of changes in the BSP’s short-term borrowing and lending rates, which are the BSP’s policy levers; and to guide the monetary authorities in their decision making process pertaining to the appropriate policies for the attainment of the BSP’s primary mandate of promoting price stability conducive to balanced and sustainable economic growth.",1,because of the forwardlooking nature of inflation targeting successful implementation of the framework entails good forecasting ability for the monetary authorities toward this end the bsp has exerted considerable efforts at developing its econometric models in order to provide monetary authorities with a clearer indication of the outlook on inflation over the policy horizon of two years the bsp has been developing an annual macroeconomic model for inflation forecasting and policy analysis the objective of the project is to provide the bsp a quantitative tool to forecast headline and core inflation rates one to two years into the future to analyze the impact on headline and core inflation of key factors such as the exchange rate world oil price interest rates wages government borrowing and other relevant variables to determine the effectiveness of different channels and instruments of monetary policy with special attention to the impact of changes in the bsp’s shortterm borrowing and lending rates which are the bsp’s policy levers and to guide the monetary authorities in their decision making process pertaining to the appropriate policies for the attainment of the bsp’s primary mandate of promoting price stability conducive to balanced and sustainable economic growth
,"By using Michigan and SPF surveys, this thesis compares the group-level inflation-forecast performance as well as information transmission between two main market participation groups, consumers and professional forecasters. Group-level performance are in terms of forecasting different U.S. inflation indexes and evaluated using forecast accuracy measured by RMSE as well as predictive power tested by a linear model. In addition, consumers are decomposed into three sub-groups based on educational attainment and income distribution to explore within-group heterogeneity. The results indicate that both consumer groups and professionals show poor forecast performance for all the inflation measures, except professionalsâ performance for CPI-Core. Further, gathering downward-biased inflation forecasts from professionals is a possible reason that contributes to highly educated consumersâ inflation-forecast performance for price changes of expenditure categories they care.",1,by using michigan and spf surveys this thesis compares the grouplevel inflationforecast performance as well as information transmission between two main market participation groups consumers and professional forecasters grouplevel performance are in terms of forecasting different us inflation indexes and evaluated using forecast accuracy measured by rmse as well as predictive power tested by a linear model in addition consumers are decomposed into three subgroups based on educational attainment and income distribution to explore withingroup heterogeneity the results indicate that both consumer groups and professionals show poor forecast performance for all the inflation measures except professionalsâ performance for cpicore further gathering downwardbiased inflation forecasts from professionals is a possible reason that contributes to highly educated consumersâ inflationforecast performance for price changes of expenditure categories they care
10.1111/j.1475-4932.2008.00465.x,"Median household 1‐year‐ahead consumer price inflation forecasts generated by the Michigan survey of US households and the Melbourne Institute survey of Australian households are tested for accuracy, bias and efficiency, and compared with naïve forecasts, forecasts derived from financial market phenomena, and forecasts of professional economists. In the post‐1993:1 period which encompasses the Melbourne Institute's 2006 revision of the Australian series, both countries’ household forecasts are unbiased, efficient and relatively accurate. In the earlier period (1978:1–1993:1), the Melbourne series exhibits substantial upward bias. Several potential explanations for the inferior early Melbourne performance are offered.",1,median household ‐year‐ahead consumer price inflation forecasts generated by the michigan survey of us households and the melbourne institute survey of australian households are tested for accuracy bias and efficiency and compared with naïve forecasts forecasts derived from financial market phenomena and forecasts of professional economists in the post‐ period which encompasses the melbourne institutes revision of the australian series both countries’ household forecasts are unbiased efficient and relatively accurate in the earlier period – the melbourne series exhibits substantial upward bias several potential explanations for the inferior early melbourne performance are offered
10.1002/for.906,"Abstract Economic behaviour as well as economic resources of individuals vary with age. Swedish time series show that the age structure contains information correlated to medium‐term trends in growth and inflation. GDP gaps estimated by age structure regressions are closely related to conventional measures. Monetary policy is believed to affect inflation with a lag of 1 or 2 years. Projections of the population's age structure are comparatively reliable several years ahead and provide additional information to improve on 3–5 years‐ahead forecasts of potential GDP and inflation. Thus there is a potential scope for using age structure based forecasts as an aid to monetary policy formation. Copyright © 2004 John Wiley &amp; Sons, Ltd.",1,abstract economic behaviour as well as economic resources of individuals vary with age swedish time series show that the age structure contains information correlated to medium‐term trends in growth and inflation gdp gaps estimated by age structure regressions are closely related to conventional measures monetary policy is believed to affect inflation with a lag of or years projections of the populations age structure are comparatively reliable several years ahead and provide additional information to improve on – years‐ahead forecasts of potential gdp and inflation thus there is a potential scope for using age structure based forecasts as an aid to monetary policy formation copyright © john wiley amp sons ltd
,"Inflation forecasting is an essential component of the Monetary Policy Projection, and there are constant efforts to improve it at the Croatian National Bank. One step is to improve the model of short-term forecasting of the consumer price index with seasonal ARIMA processes, where, along with direct forecasting of the total consumer price index, the attempt is made to forecast changes in the index’s components in order to obtain a more detailed insight into the sources of future inflationary or deflationary pressures and to determine whether a forecast of developments in the total consumer price index obtained by aggregating forecasted values of the index’s components is more precise than a direct forecast.",1,inflation forecasting is an essential component of the monetary policy projection and there are constant efforts to improve it at the croatian national bank one step is to improve the model of shortterm forecasting of the consumer price index with seasonal arima processes where along with direct forecasting of the total consumer price index the attempt is made to forecast changes in the index’s components in order to obtain a more detailed insight into the sources of future inflationary or deflationary pressures and to determine whether a forecast of developments in the total consumer price index obtained by aggregating forecasted values of the index’s components is more precise than a direct forecast
10.26509/frbc-wp-202223r,"Theory and extant empirical evidence suggest that the cross-sectional asymmetry across disaggregated price indexes might be useful in forecasting aggregate inflation. Trimmed-mean inflation estimators have been shown to be useful devices for forecasting headline PCE inflation. But is this because they signal the underlying trend or because they implicitly signal asymmetry in the underlying distribution? We address this question by augmenting a ""hard"" to beat benchmark headline PCE inflation forecasting model with robust trimmed-mean inflation measures and robust measures of the cross-sectional skewness, both computed using the 180+ components of the PCE price index. Our results indicate significant gains in the point and density accuracy of PCE inflation forecasts over medium- and longer-term horizons, up through and including the COVID-19 pandemic. Improvements in accuracy stem mainly from the trend information implicit in trimmed-mean estimators, but skewness information is also useful. An examination of goods and services PCE inflation provides similar inference.",1,theory and extant empirical evidence suggest that the crosssectional asymmetry across disaggregated price indexes might be useful in forecasting aggregate inflation trimmedmean inflation estimators have been shown to be useful devices for forecasting headline pce inflation but is this because they signal the underlying trend or because they implicitly signal asymmetry in the underlying distribution we address this question by augmenting a hard to beat benchmark headline pce inflation forecasting model with robust trimmedmean inflation measures and robust measures of the crosssectional skewness both computed using the components of the pce price index our results indicate significant gains in the point and density accuracy of pce inflation forecasts over medium and longerterm horizons up through and including the covid pandemic improvements in accuracy stem mainly from the trend information implicit in trimmedmean estimators but skewness information is also useful an examination of goods and services pce inflation provides similar inference
10.1155/2022/8275259,"The high explanatory power of the first-order lag term of inflation in the inflation explanatory factor is that, on the one hand, the calculation of annual inflation indicators makes the inflation values of adjacent months cover the high correlation caused by the common price increase, and on the other hand, it also shows that people’s perception of inflation is high. Some adaptability is expected. Although there are many Bayesian models available, due to the limitation of high-dimensional characteristics of the economy, most of the current inflation forecasting researches focus on a variety of generalized naive Bayesian models. By summarizing and analyzing the structural characteristics, learning methods, and classification principles of different Bayesian models, this paper finds out the important factors that affect the performance of the models and provides a theoretical basis for further improving the performance of Bayesian inflation forecasting. In this paper, the empirical mode decomposition method is introduced into inflation forecasting, and EEMD has obvious advantages in dealing with nonstationary and nonlinear time series and can decompose the signal according to the time scale characteristics of the data itself. Decompose the original time series step by step to generate eigenmode functions with different time scales. It is divided into high-frequency sequence and low-frequency sequence. Use rolling method and iterative method to construct subsamples for the sample data in this sample interval, forecast the inflation rate of each subsample interval in the next 12 months, and then compare the predicted value with the actual value to obtain a certain constructive conclusion. The predicted value is relatively close to the real value, which has theoretical and practical significance, and the predicted results obtained have no obvious regularity, but the root mean square error can be kept within 60%. By comparing the predicted value and the actual value, it can be seen that the prediction effect of the EEMD model is better.",1,the high explanatory power of the firstorder lag term of inflation in the inflation explanatory factor is that on the one hand the calculation of annual inflation indicators makes the inflation values of adjacent months cover the high correlation caused by the common price increase and on the other hand it also shows that people’s perception of inflation is high some adaptability is expected although there are many bayesian models available due to the limitation of highdimensional characteristics of the economy most of the current inflation forecasting researches focus on a variety of generalized naive bayesian models by summarizing and analyzing the structural characteristics learning methods and classification principles of different bayesian models this paper finds out the important factors that affect the performance of the models and provides a theoretical basis for further improving the performance of bayesian inflation forecasting in this paper the empirical mode decomposition method is introduced into inflation forecasting and eemd has obvious advantages in dealing with nonstationary and nonlinear time series and can decompose the signal according to the time scale characteristics of the data itself decompose the original time series step by step to generate eigenmode functions with different time scales it is divided into highfrequency sequence and lowfrequency sequence use rolling method and iterative method to construct subsamples for the sample data in this sample interval forecast the inflation rate of each subsample interval in the next months and then compare the predicted value with the actual value to obtain a certain constructive conclusion the predicted value is relatively close to the real value which has theoretical and practical significance and the predicted results obtained have no obvious regularity but the root mean square error can be kept within by comparing the predicted value and the actual value it can be seen that the prediction effect of the eemd model is better
10.1177/22779787251318831,"The growing complexity of economic systems and the enormous data availability make the application of traditional forecasting methods challenging in accurately predicting economic parameters. A notable shift from econometric models to artificial intelligence (AI) algorithms has significantly affected economic forecasting. This article focuses on the application of AI techniques, specifically in the domain of inflation forecasting. We conduct a comprehensive review by surveying seminal literature on the application of AI in inflation forecasting from the contemporary perspective. This study serves as a pioneering work by consolidating major contributions in the field, offering future researchers’ insights into a diverse array of state-of-the-art AI-based techniques and data sources relevant to inflation forecasting. JEL Classification: E17, E31",1,the growing complexity of economic systems and the enormous data availability make the application of traditional forecasting methods challenging in accurately predicting economic parameters a notable shift from econometric models to artificial intelligence ai algorithms has significantly affected economic forecasting this article focuses on the application of ai techniques specifically in the domain of inflation forecasting we conduct a comprehensive review by surveying seminal literature on the application of ai in inflation forecasting from the contemporary perspective this study serves as a pioneering work by consolidating major contributions in the field offering future researchers’ insights into a diverse array of stateoftheart aibased techniques and data sources relevant to inflation forecasting jel classification e e
,"Over the last 15 years the Greek economy has made significant progress towards macroeconomic stability with a remarkable degree of inflation containment both in levels and volatility. These changes in inflation dynamics have implications for the short term forecasting of inflation. This paper proposes a framework to forecast Greek inflation (measured by both the National and the Harmonised indices, and the subcomponents of HICP) at an 18-month horizon by blending pure econometric model based forecasts with expert judgement. A rolling out of sample forecasting exercise as well as a battery of standard statistical tests suggests that the proposed underlying dynamic econometric model with the inclusion of variables reflecting economic activity, domestic and foreign costs, exchange rates etc. forecast encompasses simple benchmark specifications. This conclusion seems reasonably robust to alternative competing benchmarks.",1,over the last years the greek economy has made significant progress towards macroeconomic stability with a remarkable degree of inflation containment both in levels and volatility these changes in inflation dynamics have implications for the short term forecasting of inflation this paper proposes a framework to forecast greek inflation measured by both the national and the harmonised indices and the subcomponents of hicp at an month horizon by blending pure econometric model based forecasts with expert judgement a rolling out of sample forecasting exercise as well as a battery of standard statistical tests suggests that the proposed underlying dynamic econometric model with the inclusion of variables reflecting economic activity domestic and foreign costs exchange rates etc forecast encompasses simple benchmark specifications this conclusion seems reasonably robust to alternative competing benchmarks
,"Since the enactment of the New Central Bank Act in 1999, Bank Indonesia is mandated to pursue a single objective of achieving and maintaining the stability of the rupiah value, primarily meant as low and stable inflation in the environment of a flexible exchange rate system. Such mandate calls for enhancement of capacity and ability to forecast inflation in Bank Indonesia The paper explains how Bank Indonesia forecasts inflation. It also reviews various techniques and pertinent issues in forecasting inflation, ranging from statistical methods, time series, econometric models and leading indicators. Notwithstanding the advanced econometric techniques aided by super computer, the paper reiterates that judgement continue to play an important role in forecasting inflation.",1,since the enactment of the new central bank act in bank indonesia is mandated to pursue a single objective of achieving and maintaining the stability of the rupiah value primarily meant as low and stable inflation in the environment of a flexible exchange rate system such mandate calls for enhancement of capacity and ability to forecast inflation in bank indonesia the paper explains how bank indonesia forecasts inflation it also reviews various techniques and pertinent issues in forecasting inflation ranging from statistical methods time series econometric models and leading indicators notwithstanding the advanced econometric techniques aided by super computer the paper reiterates that judgement continue to play an important role in forecasting inflation
10.18803/capsi.v23.317-336,"Inflation forecasting is one of the central issues in micro and macroeconomics. Standard forecasting methods tend to follow a ""winner-take-all"" approach by which, for each time series, a single believed to be the best method is chosen from a pool of competing models. This paper investigates the predictive accuracy of a metalearning strategy called Arbitrated Dynamic Ensemble (ADE) in inflation forecasting using United States data. The findings show that: i) the SARIMA model exhibits the best average rank relative to ADE and competing state-of-the-art model combination and metalearning methods; ii) the ADE methodology presents a better average rank compared to widely used model combination approaches, including the original Arbitrating approach, Stacking, Simple averaging, Fixed Share, or weighted adaptive combination of experts; iii) the ADE approach benefits from combining the base-learners as opposed to selecting the best forecasting model or using all experts; iv) the method is sensitive to the aggregation (weighting) mechanism.",1,inflation forecasting is one of the central issues in micro and macroeconomics standard forecasting methods tend to follow a winnertakeall approach by which for each time series a single believed to be the best method is chosen from a pool of competing models this paper investigates the predictive accuracy of a metalearning strategy called arbitrated dynamic ensemble ade in inflation forecasting using united states data the findings show that i the sarima model exhibits the best average rank relative to ade and competing stateoftheart model combination and metalearning methods ii the ade methodology presents a better average rank compared to widely used model combination approaches including the original arbitrating approach stacking simple averaging fixed share or weighted adaptive combination of experts iii the ade approach benefits from combining the baselearners as opposed to selecting the best forecasting model or using all experts iv the method is sensitive to the aggregation weighting mechanism
10.19044/esj.2016.v12n1p83,"This study compares the forecasting performance of various Autoregressive integrated moving average (ARIMA) models by using time series data. Primarily, The Box-Jenkins approach is considered here for forecasting. For empirical analysis, we used CPI as a proxy for inflation and employed quarterly data from 1970 to 2006 for Pakistan. The study classified two important models for forecasting out of many existing by taking into account various initial steps such as identification, the order of integration and test for comparison. However, later model 2 turn out to be a better model than model 1 after considering forecasted errors and the number of comparative statistics.",1,this study compares the forecasting performance of various autoregressive integrated moving average arima models by using time series data primarily the boxjenkins approach is considered here for forecasting for empirical analysis we used cpi as a proxy for inflation and employed quarterly data from to for pakistan the study classified two important models for forecasting out of many existing by taking into account various initial steps such as identification the order of integration and test for comparison however later model turn out to be a better model than model after considering forecasted errors and the number of comparative statistics
10.1111/j.1468-2362.2007.00205.x,"Abstract This paper first outlines the key stylized facts about changes in inflation dynamics in recent years: (1) inflation persistence has declined, (2) the Phillips‐curve has flattened and (3) inflation has become less responsive to other shocks. These changes in inflation dynamics are interpreted as resulting from an anchoring of inflation expectations as a result of better monetary policy. The paper then goes on to draw implications for monetary policy from this interpretation, as well as implications for inflation forecasts.",1,abstract this paper first outlines the key stylized facts about changes in inflation dynamics in recent years inflation persistence has declined the phillips‐curve has flattened and inflation has become less responsive to other shocks these changes in inflation dynamics are interpreted as resulting from an anchoring of inflation expectations as a result of better monetary policy the paper then goes on to draw implications for monetary policy from this interpretation as well as implications for inflation forecasts
,"In a recent study we compared the accuracy of different techniques for forecasting future CPI inflation and found that forecast accuracy varied a lot over time and technique. Here, we provide more evidence on the variation of forecast accuracy over time.

Our study involved constructing many different forecasts of one-year-ahead annual CPI inflation using a number of variables and methods and then comparing the accuracy of those forecasts. Variables included CPI inflation, core measures of inflation, measures of economic activity, and inflation expectations obtained from surveys. We incorporated these variables into regressions or simply took their most recent values as the forecast (the so-called “naive” method). To assess forecast performance, we used the “root mean square error (RMSE)” statistic. The RMSE is the average squared forecast error over the forecast sample, so the higher the RMSE, the higher the deviation (squared) between the forecasted values and the realized values on average. The table below summarizes some of the results of this exercise.",1,in a recent study we compared the accuracy of different techniques for forecasting future cpi inflation and found that forecast accuracy varied a lot over time and technique here we provide more evidence on the variation of forecast accuracy over time our study involved constructing many different forecasts of oneyearahead annual cpi inflation using a number of variables and methods and then comparing the accuracy of those forecasts variables included cpi inflation core measures of inflation measures of economic activity and inflation expectations obtained from surveys we incorporated these variables into regressions or simply took their most recent values as the forecast the socalled “naive” method to assess forecast performance we used the “root mean square error rmse” statistic the rmse is the average squared forecast error over the forecast sample so the higher the rmse the higher the deviation squared between the forecasted values and the realized values on average the table below summarizes some of the results of this exercise
10.1016/j.latcb.2025.100172,"This study introduces a novel two-step machine learning methodology to generate high-frequency (daily and weekly) inflation forecasts in developing economies, where official statistics are typically available only at a monthly frequency and with delays. High-frequency forecasting here is interpreted as nowcasting or interpolation — real-time prediction ahead of official releases or within-period estimation using mixed-frequency indicators — while also serving as a data-augmentation strategy. In the first step, high-frequency predictors are aggregated to construct monthly-aligned features that serve as inputs for training machine learning models. In the second step, various feature selection techniques are evaluated and multiple machine learning algorithms are rigorously fine-tuned via hyperparameter optimization. Through systematic evaluation, a final model was selected — Ridge regression trained on an L1-regularized feature subset — that achieves superior out-of-sample accuracy. This model is then deployed to produce high-frequency year-on-year CPI inflation nowcasts. Forecasts exhibit strong temporal alignment with observed monthly values, while distributional equivalence — monthly vs. high-frequency projections — is confirmed via Kolmogorov–Smirnov tests. Compared to benchmark econometric models, the proposed approach delivers improved predictive performance, offering timely and granular insights for forward-looking monetary policy.",1,this study introduces a novel twostep machine learning methodology to generate highfrequency daily and weekly inflation forecasts in developing economies where official statistics are typically available only at a monthly frequency and with delays highfrequency forecasting here is interpreted as nowcasting or interpolation — realtime prediction ahead of official releases or withinperiod estimation using mixedfrequency indicators — while also serving as a dataaugmentation strategy in the first step highfrequency predictors are aggregated to construct monthlyaligned features that serve as inputs for training machine learning models in the second step various feature selection techniques are evaluated and multiple machine learning algorithms are rigorously finetuned via hyperparameter optimization through systematic evaluation a final model was selected — ridge regression trained on an l regularized feature subset — that achieves superior outofsample accuracy this model is then deployed to produce highfrequency yearonyear cpi inflation nowcasts forecasts exhibit strong temporal alignment with observed monthly values while distributional equivalence — monthly vs highfrequency projections — is confirmed via kolmogorov–smirnov tests compared to benchmark econometric models the proposed approach delivers improved predictive performance offering timely and granular insights for forwardlooking monetary policy
10.1080/01446199100000016,"Following a review of the development and use of indices which purport to measure the effects of inflation upon the building industry, the paper focuses upon the problem of forecasting. Errors in published forecasts of building cost indices and tender price indices are noted and various possibilities for achieving more accurate forecasts are evaluated. The evaluations demonstrate that stochastic time series forecasting is a useful approach. A probabilistic project cashflow model for NEDO2 work categories was produced and combined with stochastic time series forecasts of the NEDO category indices to yield project escalation forecasts of measured variability. Although high forecasts of escalation resulted, these forecasts were of lower error than other forecasts derived from published information. Sensitivity analyses were used to consider variability and error sources in theforecasts, showing the primary variable to be the indices. It is concluded that forecasts of projects’ escalation based upon stochastic time series techniques offer considerable advantages to the construction industry and its clients.",1,following a review of the development and use of indices which purport to measure the effects of inflation upon the building industry the paper focuses upon the problem of forecasting errors in published forecasts of building cost indices and tender price indices are noted and various possibilities for achieving more accurate forecasts are evaluated the evaluations demonstrate that stochastic time series forecasting is a useful approach a probabilistic project cashflow model for nedo work categories was produced and combined with stochastic time series forecasts of the nedo category indices to yield project escalation forecasts of measured variability although high forecasts of escalation resulted these forecasts were of lower error than other forecasts derived from published information sensitivity analyses were used to consider variability and error sources in theforecasts showing the primary variable to be the indices it is concluded that forecasts of projects’ escalation based upon stochastic time series techniques offer considerable advantages to the construction industry and its clients
,"This paper has two objectives. First, we assess the accuracy and the efficiency of inflation and output growth forecasts. Second, we examine empirically the policy rate decision made by the Monetary Policy Committee (MPC) by focusing on the interaction between its economic projections and the policy response. Using publicly available information published in the inflation reports between July 2000 and July 2009, there is no significant evidence that the forecasts are not efficient. Under the pooling approach, systematic bias occurs in headline inflation forecast at 10 % level but does not exist in GDP growth and core inflation projection. In addition, our empirical results confirm that monetary policy decision in Thailand has been made on the basis of own forecast with relatively strong degree of responsiveness to inflation forecast deviation from the target. Finally, we find that the response of change in the policy interest rate to forecast revisions is statistically significant but the degree of judgment on part of the MPC appears to be high in the policy setting.",1,this paper has two objectives first we assess the accuracy and the efficiency of inflation and output growth forecasts second we examine empirically the policy rate decision made by the monetary policy committee mpc by focusing on the interaction between its economic projections and the policy response using publicly available information published in the inflation reports between july and july there is no significant evidence that the forecasts are not efficient under the pooling approach systematic bias occurs in headline inflation forecast at level but does not exist in gdp growth and core inflation projection in addition our empirical results confirm that monetary policy decision in thailand has been made on the basis of own forecast with relatively strong degree of responsiveness to inflation forecast deviation from the target finally we find that the response of change in the policy interest rate to forecast revisions is statistically significant but the degree of judgment on part of the mpc appears to be high in the policy setting
,"This paper describes the econometric models used by the Banco de España to monitor consumer price inflation and forecast its future trends. The strategy followed heavily relies on the results from a set of econometric models, supplemented by expert judgment. We consider three different types of approaches and highlight the relevance of heterogeneity in price-setting behaviour and the importance of using models that allow for a slowly evolving local mean when forecasting inflation.",1,this paper describes the econometric models used by the banco de españa to monitor consumer price inflation and forecast its future trends the strategy followed heavily relies on the results from a set of econometric models supplemented by expert judgment we consider three different types of approaches and highlight the relevance of heterogeneity in pricesetting behaviour and the importance of using models that allow for a slowly evolving local mean when forecasting inflation
10.1093/rfs/hhs003,"We develop a model of nominal and real bond yield curves that has four stochastic drivers but seven factors: three factors primarily determine the cross-section of yields, whereas four volatility factors solely determine risk premia. The model is estimated using nominal Treasury yields, survey inflation forecasts, and inflation swap rates and has attractive empirical properties. Time-varying volatility is particularly apparent in short-term real rates and expected inflation. Also, we detail the different economic forces that drive short- and long-term real and inflation risk premia and provide evidence that Treasury inflation-protected securities were undervalued prior to 2004 and during the recent financial crisis. The Author 2012. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com., Oxford University Press.",1,we develop a model of nominal and real bond yield curves that has four stochastic drivers but seven factors three factors primarily determine the crosssection of yields whereas four volatility factors solely determine risk premia the model is estimated using nominal treasury yields survey inflation forecasts and inflation swap rates and has attractive empirical properties timevarying volatility is particularly apparent in shortterm real rates and expected inflation also we detail the different economic forces that drive short and longterm real and inflation risk premia and provide evidence that treasury inflationprotected securities were undervalued prior to and during the recent financial crisis the author published by oxford university press on behalf of the society for financial studies all rights reserved for permissions please email journalspermissionsoupcom oxford university press
