DOI,Abstract,Label,Cleaned_Abstract
10.2307/1928112,"Robert W. Rich, Testing the Rationality of Inflation Forecasts from Survey Data: Another Look at the SRC Expected Price Change Data, The Review of Economics and Statistics, Vol. 71, No. 4 (Nov., 1989), pp. 682-686",1,robert w rich testing the rationality of inflation forecasts from survey data another look at the src expected price change data the review of economics and statistics vol no nov pp
10.1162/003465302760556468,"This paper examines the effect of inflation on stock valuations and expected long-run returns. Ex ante estimates of expected long-run returns are constructed by incorporating analysts' earnings forecasts into a variant of the Campbell-Shiller dividend-price ratio model. The negative relation between equity valuations and expected inflation is found to be the result of two effects: a rise in expected inflation coincides with both lower expected real earnings growth and higher required real returns. The earnings channel mostly reflects a negative relation between expected long-term earnings growth and expected inflation. The effect of expected inflation on required (long-run) real stock returns is also substantial. An increase of one percentage point in expected inflation is estimated to raise required real stock returns about one percentage point, which on average would imply a 20% decline in stock prices. But the inflation factor in expected real stock returns is also in long-term Treasury yields; consequently, expected inflation has little effect on the long-run equity premium.",1,this paper examines the effect of inflation on stock valuations and expected longrun returns ex ante estimates of expected longrun returns are constructed by incorporating analysts earnings forecasts into a variant of the campbellshiller dividendprice ratio model the negative relation between equity valuations and expected inflation is found to be the result of two effects a rise in expected inflation coincides with both lower expected real earnings growth and higher required real returns the earnings channel mostly reflects a negative relation between expected longterm earnings growth and expected inflation the effect of expected inflation on required longrun real stock returns is also substantial an increase of one percentage point in expected inflation is estimated to raise required real stock returns about one percentage point which on average would imply a decline in stock prices but the inflation factor in expected real stock returns is also in longterm treasury yields consequently expected inflation has little effect on the longrun equity premium
10.1257/aer.90.3.429,"This paper tests for the existence of asymmetric information between the Federal Reserve and the public by examining Federal Reserve and commercial inflation forecasts. It demonstrates that the Federal Reserve has considerable information about inflation beyond what is known to commercial forecasters. It also shows that monetary-policy actions provide signals of the Federal Reserve's information and that commercial forecasters modify their forecasts in response to those signals. These findings may explain why long-term interest rates typically rise in response to shifts to tighter monetary policy. (JEL E52, E43, D82)",1,this paper tests for the existence of asymmetric information between the federal reserve and the public by examining federal reserve and commercial inflation forecasts it demonstrates that the federal reserve has considerable information about inflation beyond what is known to commercial forecasters it also shows that monetarypolicy actions provide signals of the federal reserves information and that commercial forecasters modify their forecasts in response to those signals these findings may explain why longterm interest rates typically rise in response to shifts to tighter monetary policy jel e e d
10.5089/9781475572971.001,"This paper describes the CNB's experience implementing an inflation-forecast targeting (IFT) regime, and the building of a system for providing the economic information that policymakers need to implement IFT. The CNB's experience has been very successful in establishing confidence in monetary policy in the Czech Republic and should provide useful guidance for other central banks that are considering adopting an IFT regime.",1,this paper describes the cnbs experience implementing an inflationforecast targeting ift regime and the building of a system for providing the economic information that policymakers need to implement ift the cnbs experience has been very successful in establishing confidence in monetary policy in the czech republic and should provide useful guidance for other central banks that are considering adopting an ift regime
10.1093/oso/9780198296836.003.0003,"Abstract Economic decision makers routinely rely on forecasts to assist their decisions. Until recently, most forecasts were provided only in the form of point forecasts, although forecasters sometimes attached measures of uncertainty, such as standard errors or mean absolute errors, to their forecasts. Recently, the trend has been to accompany point forecasts with a more complete description of the uncertainty of the forecasts, such as explicit interval or density forecasts. An interval forecast indicates the likely range of outcomes by specifying the probability that the actual outcome will fall within a stated interval. The probability may be fixed, at say 0.95, and the associated interval may then vary over time, or the interval may be fixed, as a closed or open interval, and the forecast probability presented, as in the statement that “our estimate of the probability that inflation next year will be below 2.5 percent is p.” A density forecast is stated explicitly as a density or probability distribution. This may be presented analytically, as in “we estimate that next year’s inflation rate is normally distributed around an expected value of 2 percent with a standard deviation of 1 percent,’’ or it may be presented numerically, as when a histogram is reported.",1,abstract economic decision makers routinely rely on forecasts to assist their decisions until recently most forecasts were provided only in the form of point forecasts although forecasters sometimes attached measures of uncertainty such as standard errors or mean absolute errors to their forecasts recently the trend has been to accompany point forecasts with a more complete description of the uncertainty of the forecasts such as explicit interval or density forecasts an interval forecast indicates the likely range of outcomes by specifying the probability that the actual outcome will fall within a stated interval the probability may be fixed at say and the associated interval may then vary over time or the interval may be fixed as a closed or open interval and the forecast probability presented as in the statement that “our estimate of the probability that inflation next year will be below percent is p” a density forecast is stated explicitly as a density or probability distribution this may be presented analytically as in “we estimate that next year’s inflation rate is normally distributed around an expected value of percent with a standard deviation of percent’’ or it may be presented numerically as when a histogram is reported
10.1002/for.1088,"Abstract Recent empirical work has considered the prediction of inflation by combining the information in a large number of time series. One such method that has been found to give consistently good results consists of simple equal‐weighted averaging of the forecasts from a large number of different models, each of which is a linear regression relating inflation to a single predictor and a lagged dependent variable. In this paper, I consider using Bayesian model averaging for pseudo out‐of‐sample prediction of US inflation, and find that it generally gives more accurate forecasts than simple equal‐weighted averaging. This superior performance is consistent across subsamples and a number of inflation measures. Copyright © 2008 John Wiley &amp; Sons, Ltd.",1,abstract recent empirical work has considered the prediction of inflation by combining the information in a large number of time series one such method that has been found to give consistently good results consists of simple equal‐weighted averaging of the forecasts from a large number of different models each of which is a linear regression relating inflation to a single predictor and a lagged dependent variable in this paper i consider using bayesian model averaging for pseudo out‐of‐sample prediction of us inflation and find that it generally gives more accurate forecasts than simple equal‐weighted averaging this superior performance is consistent across subsamples and a number of inflation measures copyright © john wiley amp sons ltd
10.5089/9781451872125.001,"This paper presents a basic plan for developing a Forecast and Policy Analysis System designed to support an inflation-forecast targeting regime at a central bank. It includes discussion of the development of data management and reporting processes; the creation of a forecast team and the development of human capital; the implementation of a simple model, plus possible extensions; and the management of regular economic projections. We emphasize that it is better to implement simple models earlier and use them well, rather than wait in an attempt to develop an all-encompassing model.",1,this paper presents a basic plan for developing a forecast and policy analysis system designed to support an inflationforecast targeting regime at a central bank it includes discussion of the development of data management and reporting processes the creation of a forecast team and the development of human capital the implementation of a simple model plus possible extensions and the management of regular economic projections we emphasize that it is better to implement simple models earlier and use them well rather than wait in an attempt to develop an allencompassing model
10.17016/feds.2006.15,"Surveys do! We examine the forecasting power of four alternative methods of forecasting U.S. inflation out-of-sample: time series ARIMA models; regressions using real activity measures motivated from the Phillips curve; term structure models that include linear, non-linear, and arbitrage-free specifications; and survey-based measures. We also investigate several methods of combining forecasts. Our results show that surveys outperform the other forecasting methods and that the term structure specifications perform relatively poorly. We find little evidence that combining forecasts produces superior forecasts to survey information alone. When combining forecasts, the data consistently places the highest weights on survey information.",1,surveys do we examine the forecasting power of four alternative methods of forecasting us inflation outofsample time series arima models regressions using real activity measures motivated from the phillips curve term structure models that include linear nonlinear and arbitragefree specifications and surveybased measures we also investigate several methods of combining forecasts our results show that surveys outperform the other forecasting methods and that the term structure specifications perform relatively poorly we find little evidence that combining forecasts produces superior forecasts to survey information alone when combining forecasts the data consistently places the highest weights on survey information
10.1002/for.1147,"Abstract In this paper, we empirically evaluate competing approaches for combining inflation density forecasts in terms of Kullback–Leibler divergence. In particular, we apply a similar suite of models to four different datasets and aim at identifying combination methods that perform well throughout different series and variations of the model suite. We pool individual densities using linear and logarithmic combination methods. The suite consists of linear forecasting models with moving estimation windows to account for structural change. We find that combining densities is a much better strategy than selecting a particular model ex ante . While combinations do not always perform better than the best individual model, combinations always yield accurate forecasts and, as we show analytically, provide insurance against selecting inappropriate models. Logarithmic combinations can be advantageous, in particular if symmetric densities are preferred. Copyright © 2010 John Wiley &amp; Sons, Ltd.",1,abstract in this paper we empirically evaluate competing approaches for combining inflation density forecasts in terms of kullback–leibler divergence in particular we apply a similar suite of models to four different datasets and aim at identifying combination methods that perform well throughout different series and variations of the model suite we pool individual densities using linear and logarithmic combination methods the suite consists of linear forecasting models with moving estimation windows to account for structural change we find that combining densities is a much better strategy than selecting a particular model ex ante while combinations do not always perform better than the best individual model combinations always yield accurate forecasts and as we show analytically provide insurance against selecting inappropriate models logarithmic combinations can be advantageous in particular if symmetric densities are preferred copyright © john wiley amp sons ltd
10.3905/jfi.2004.461449,This study investigates the efficiency of the U.S. market for inflation-indexed government bonds using a signal based on inflation forecasts and evaluating the effectiveness of several trading strategies to provide abnormal returns. The market for U.S. TIPS offers the possibility to obtain excess returns if information about future inflation is combined with a trading strategy speculating on the movement of break-even inflation. These results are fairly consistent over time for the shorter maturity. Index-linked government bonds can be considered an asset class with idiosyncratic characteristics that make them an important part of an investment portfolio.,1,this study investigates the efficiency of the us market for inflationindexed government bonds using a signal based on inflation forecasts and evaluating the effectiveness of several trading strategies to provide abnormal returns the market for us tips offers the possibility to obtain excess returns if information about future inflation is combined with a trading strategy speculating on the movement of breakeven inflation these results are fairly consistent over time for the shorter maturity indexlinked government bonds can be considered an asset class with idiosyncratic characteristics that make them an important part of an investment portfolio
10.1111/j.1467-8268.2013.12016.x,"Abstract This paper forecasts inflation in Angola with an ARFIMA (autoregressive fractionally integrated moving average) model. It is found that inflation in Angola is a highly persistent variable with an order of integration constrained between 0 and 1. Moreover, a structural break is found in August 1996. Using the second subsample for forecasting purposes, the results reveal that inflation will remain low, assuming that prudent macroeconomic policies are maintained.",1,abstract this paper forecasts inflation in angola with an arfima autoregressive fractionally integrated moving average model it is found that inflation in angola is a highly persistent variable with an order of integration constrained between and moreover a structural break is found in august using the second subsample for forecasting purposes the results reveal that inflation will remain low assuming that prudent macroeconomic policies are maintained
10.26509/frbc-ec-201316,"A simple but powerful technique for incorporating a changing underlying inflation trend into standard statistical time series models can improve forecast accuracy significantly—about 20 percent to 30 percent, two to three years out.",1,a simple but powerful technique for incorporating a changing underlying inflation trend into standard statistical time series models can improve forecast accuracy significantly—about percent to percent two to three years out
10.17535/crorr.2019.0003,"In times of pronounced nonlinearity of macroeconomic variables and in situations when variables are not normally distributed, i.e. when the assumption of i.i.d. is not fulfilled, neural networks (NNs) should be used for forecasting. In this paper, Jordan neural network (JNN), a special type of NNs is examined, because of its advantages in time series forecasting suitable for inflation forecasting. The variables used as inputs include labour market variable, financial variable, external factor and lagged inflation, i.e. the most commonly used variables in previous researches. The research is conducted at the aggregate level of euro area countries in the period from January 1999 to January 2017. Based on 250 estimated JNNs, which differ in selected variables, sample breaking point and varying parameters (number of hidden neurons, weight value of the context unit), the model adequacy indicators for each JNN are calculated for two periods: in-the-sample and out-of-sample. Finally, the optimal JNN for inflation forecasting is obtained as the best compromise solution between low mean squared error inthe-sample and out-of-sample and low number of parameters to estimate. This paper contributes to existing literature in using JNN for inflation forecasting since it is rarely used for macroeconomic time series prediction in general. Moreover, this paper defines which set of variables contributes to the best inflation forecast. Additionally, JNN is examined thoroughly by fixing certain parameters of the model and alternating other parameters to contribute to the JNN literature, i.e. finding the optimal JNN.",1,in times of pronounced nonlinearity of macroeconomic variables and in situations when variables are not normally distributed ie when the assumption of iid is not fulfilled neural networks nns should be used for forecasting in this paper jordan neural network jnn a special type of nns is examined because of its advantages in time series forecasting suitable for inflation forecasting the variables used as inputs include labour market variable financial variable external factor and lagged inflation ie the most commonly used variables in previous researches the research is conducted at the aggregate level of euro area countries in the period from january to january based on estimated jnns which differ in selected variables sample breaking point and varying parameters number of hidden neurons weight value of the context unit the model adequacy indicators for each jnn are calculated for two periods inthesample and outofsample finally the optimal jnn for inflation forecasting is obtained as the best compromise solution between low mean squared error inthesample and outofsample and low number of parameters to estimate this paper contributes to existing literature in using jnn for inflation forecasting since it is rarely used for macroeconomic time series prediction in general moreover this paper defines which set of variables contributes to the best inflation forecast additionally jnn is examined thoroughly by fixing certain parameters of the model and alternating other parameters to contribute to the jnn literature ie finding the optimal jnn
10.1080/758518039,A technique developed for evaluating the market timing of financial managers was previously applied to GNP forecasts. This paper demonstrates that a similar procedure may be used to determine whether inflation forecasts are valuable.,1,a technique developed for evaluating the market timing of financial managers was previously applied to gnp forecasts this paper demonstrates that a similar procedure may be used to determine whether inflation forecasts are valuable
10.5430/ijfr.v9n1p171,"This paper analyses the predictive power of market-based and survey-based inﬂation expectations for actual inﬂation. We use the data on inﬂation swaps and the forecasts from the Survey of Professional Forecasters for the euro area and the United States. The results show that both market-based and survey-based measures have a non-negligible predictive power for inﬂation developments, as compared to statistical benchmark models. Therefore, for horizons of one and two years ahead, market-based and survey-based inﬂation expectations actually convey information on future inﬂation developments.",1,this paper analyses the predictive power of marketbased and surveybased inﬂation expectations for actual inﬂation we use the data on inﬂation swaps and the forecasts from the survey of professional forecasters for the euro area and the united states the results show that both marketbased and surveybased measures have a nonnegligible predictive power for inﬂation developments as compared to statistical benchmark models therefore for horizons of one and two years ahead marketbased and surveybased inﬂation expectations actually convey information on future inﬂation developments
10.17016/feds.2004.68,"A stable predictive relationship between inflation and the output gap, often referred to as a Phillips curve, provides the basis for countercyclical monetary policy in many models. In this paper, we evaluate the usefulness of alternative univariate and multivariate estimates of the output gap for predicting inflation. Many of the ex post output gap measures we examine appear to be quite useful for predicting inflation. However, forecasts using real-time estimates of the same measures do not perform nearly as well. The relative usefulness of real-time output gap estimates diminishes further when compared to simple bivariate forecasting models which use past inflation and output growth. Forecast performance also appears to be unstable over time, with models often performing differently over periods of high and low inflation. These results call into question the practical usefulness of the output gap concept for forecasting inflation.",1,a stable predictive relationship between inflation and the output gap often referred to as a phillips curve provides the basis for countercyclical monetary policy in many models in this paper we evaluate the usefulness of alternative univariate and multivariate estimates of the output gap for predicting inflation many of the ex post output gap measures we examine appear to be quite useful for predicting inflation however forecasts using realtime estimates of the same measures do not perform nearly as well the relative usefulness of realtime output gap estimates diminishes further when compared to simple bivariate forecasting models which use past inflation and output growth forecast performance also appears to be unstable over time with models often performing differently over periods of high and low inflation these results call into question the practical usefulness of the output gap concept for forecasting inflation
10.5089/9798400243233.001,"This paper analyzes the inflation forecast errors over the period 2021Q1-2022Q3 using forecasts of core and headline inflation from the International Monetary Fund World Economic Outlook for a large group of advanced and emerging market economies. The findings reveal evidence of forecast bias that worsened initially then subsided towards the end of the sample. There is also evidence of forecast oversmoothing indicating rigidity in forecast revision in the face of incoming information. Focusing on core inflation forecast errors in 2021, four factors provide a potential ex post explanation: a stronger-than-anticipated demand recovery; demand-induced pressures on supply chains; the demand shift from services to goods at the onset of the pandemic; and labor market tightness. Ex ante, we find that the size of the COVID-19 fiscal stimulus packages announced by different governments in 2020 correlates positively with core inflation forecast errors in advanced economies. This result hints at potential forecast inefficiency, but we caution that it hinges on the outcomes of a few, albeit large, economies.",1,this paper analyzes the inflation forecast errors over the period q q using forecasts of core and headline inflation from the international monetary fund world economic outlook for a large group of advanced and emerging market economies the findings reveal evidence of forecast bias that worsened initially then subsided towards the end of the sample there is also evidence of forecast oversmoothing indicating rigidity in forecast revision in the face of incoming information focusing on core inflation forecast errors in four factors provide a potential ex post explanation a strongerthananticipated demand recovery demandinduced pressures on supply chains the demand shift from services to goods at the onset of the pandemic and labor market tightness ex ante we find that the size of the covid fiscal stimulus packages announced by different governments in correlates positively with core inflation forecast errors in advanced economies this result hints at potential forecast inefficiency but we caution that it hinges on the outcomes of a few albeit large economies
10.3846/16111699.2011.620135,"This paper analyses inflation forecasting power of artificial neural networks with alternative univariate time series models for Turkey. The forecasting accuracy of the models is compared in terms of both static and dynamic forecasts for the period between 1982:1 and 2009:12. We find that at earlier forecast horizons conventional models, especially ARFIMA and ARIMA, provide better one-step ahead forecasting performance. However, unobserved components model turns out to be the best performer in terms of dynamic forecasts. The superiority of the unobserved components model suggests that inflation in Turkey has time varying pattern and conventional models are not able to track underlying trend of inflation in the long run.",1,this paper analyses inflation forecasting power of artificial neural networks with alternative univariate time series models for turkey the forecasting accuracy of the models is compared in terms of both static and dynamic forecasts for the period between and we find that at earlier forecast horizons conventional models especially arfima and arima provide better onestep ahead forecasting performance however unobserved components model turns out to be the best performer in terms of dynamic forecasts the superiority of the unobserved components model suggests that inflation in turkey has time varying pattern and conventional models are not able to track underlying trend of inflation in the long run
10.1111/j.1468-0297.2004.00246.x,"We consider evaluating the UK Monetary Policy Committee's inflation density forecasts using probability integral transform goodness‐of‐fit tests. These tests evaluate the whole forecast density. We also consider whether the probabilities assigned to inflation being in certain ranges are well calibrated, where the ranges are chosen to be those of particular relevance to the MPC, given its remit of maintaining inflation rates in a band around per annum. Finally, we discuss the decision‐based approach to forecast evaluation in relation to the MPC forecasts.",1,we consider evaluating the uk monetary policy committees inflation density forecasts using probability integral transform goodness‐of‐fit tests these tests evaluate the whole forecast density we also consider whether the probabilities assigned to inflation being in certain ranges are well calibrated where the ranges are chosen to be those of particular relevance to the mpc given its remit of maintaining inflation rates in a band around per annum finally we discuss the decision‐based approach to forecast evaluation in relation to the mpc forecasts
10.20955/r.104.131-48,"Inflation expectations constitute important components of macroeconomic models and monetary policy rules. We investigate the relative performance of consumer, professional, market-based, and model-based inflation forecasts.",1,inflation expectations constitute important components of macroeconomic models and monetary policy rules we investigate the relative performance of consumer professional marketbased and modelbased inflation forecasts
10.1002/for.1021,"Abstract This paper examines the problem of forecasting macro‐variables which are observed monthly (or quarterly) and result from geographical and sectorial aggregation. The aim is to formulate a methodology whereby all relevant information gathered in this context could provide more accurate forecasts, be frequently updated, and include a disaggregated explanation as useful information for decision‐making. The appropriate treatment of the resulting disaggregated data set requires vector modelling, which captures the long‐run restrictions between the different time series and the short‐term correlations existing between their stationary transformations. Frequently, due to a lack of degrees of freedom, the vector model must be restricted to a block‐diagonal vector model. This methodology is applied in this paper to inflation in the euro area, and shows that disaggregated models with cointegration restrictions improve accuracy in forecasting aggregate macro‐variables. Copyright © 2007 John Wiley &amp; Sons, Ltd.",1,abstract this paper examines the problem of forecasting macro‐variables which are observed monthly or quarterly and result from geographical and sectorial aggregation the aim is to formulate a methodology whereby all relevant information gathered in this context could provide more accurate forecasts be frequently updated and include a disaggregated explanation as useful information for decision‐making the appropriate treatment of the resulting disaggregated data set requires vector modelling which captures the long‐run restrictions between the different time series and the short‐term correlations existing between their stationary transformations frequently due to a lack of degrees of freedom the vector model must be restricted to a block‐diagonal vector model this methodology is applied in this paper to inflation in the euro area and shows that disaggregated models with cointegration restrictions improve accuracy in forecasting aggregate macro‐variables copyright © john wiley amp sons ltd
10.1002/for.2949,"Abstract The sharp rise in inflation during the past few years has engendered comparisons with the great inflation of the 1970s and early 1980s. Like that earlier episode, the recent inflation has been underpinned by supply‐side shocks and, in the case of the United States, by highly accommodative fiscal and monetary policies. Like that early episode, the recent inflation has been largely unpredicted; it caught US policy makers by surprise, despite the fact that several prominent economists had warned early on that fiscal and monetary policies were setting the stage for an upsurge in inflation. To motivate this special issue, we provide a brief account of the policy miscues and policy debates that resulted from the large forecast errors in predicting the upsurge in inflation in 2021 and 2022. We then provide an overview of the papers in this issue, which address a range of methodological and empirical issues related to forecasting and highlight the dilemmas faced by agents within the economy and policy makers.",1,abstract the sharp rise in inflation during the past few years has engendered comparisons with the great inflation of the s and early s like that earlier episode the recent inflation has been underpinned by supply‐side shocks and in the case of the united states by highly accommodative fiscal and monetary policies like that early episode the recent inflation has been largely unpredicted it caught us policy makers by surprise despite the fact that several prominent economists had warned early on that fiscal and monetary policies were setting the stage for an upsurge in inflation to motivate this special issue we provide a brief account of the policy miscues and policy debates that resulted from the large forecast errors in predicting the upsurge in inflation in and we then provide an overview of the papers in this issue which address a range of methodological and empirical issues related to forecasting and highlight the dilemmas faced by agents within the economy and policy makers
10.1080/00036849500000049,"Abstract Recent research suggests that long-term interest rate spreads provide information that can be useful in forecasting inflation, but that the spread between the three-month and six-month Treasury bill rates appears to have little forecasting ability. This paper uses the concepts of unit roots and cointegration to examine the failure of the short-term T-bill spread to forecast inflation. The results suggest that the interest rate spread has little forecasting value because inflation and the interest rate spread exhibit distinctly different time-series properties.",1,abstract recent research suggests that longterm interest rate spreads provide information that can be useful in forecasting inflation but that the spread between the threemonth and sixmonth treasury bill rates appears to have little forecasting ability this paper uses the concepts of unit roots and cointegration to examine the failure of the shortterm tbill spread to forecast inflation the results suggest that the interest rate spread has little forecasting value because inflation and the interest rate spread exhibit distinctly different timeseries properties
10.20955/wp.2023.015,"We explore the ability of large language models (LLMs) to produce in-sample conditional inflation forecasts during the 2019–23 period. We use a leading LLM (Google AI’s PaLM) to produce distributions of conditional forecasts at different horizons and compare these forecasts to those of a leading source, the Survey of Professional Forecasters (SPF). We find that LLM forecasts generate lower mean-squared errors overall in most years and at almost all horizons. LLM forecasts exhibit slower reversion to the 2 percent inflation anchor.",1,we explore the ability of large language models llms to produce insample conditional inflation forecasts during the – period we use a leading llm google ai’s palm to produce distributions of conditional forecasts at different horizons and compare these forecasts to those of a leading source the survey of professional forecasters spf we find that llm forecasts generate lower meansquared errors overall in most years and at almost all horizons llm forecasts exhibit slower reversion to the percent inflation anchor
10.1080/00036840701857978,"Many studies have undertaken separate analyses of the Fed's forecasts of real Gross Domestic Product (GDP) growth and inflation. This article presents a method for jointly evaluating the direction of change predictions of these variables. We conclude that some of the inflation forecasts, examined separately, were not valuable. However, the joint pattern of GDP and inflation projections was generally in accord with the economy's movements. ‘… directional forecasting … is now an increasingly popular metric for forecasting performance….’ (Pesaran and Timmermann, 2004 Pesaran, MH and Timmermann, A. 2004. How costly is it to ignore breaks when forecasting the direction of a time series?. International Journal of Forecasting, 20: 411–25. [Crossref], [Web of Science ®] , [Google Scholar], 414)",1,many studies have undertaken separate analyses of the feds forecasts of real gross domestic product gdp growth and inflation this article presents a method for jointly evaluating the direction of change predictions of these variables we conclude that some of the inflation forecasts examined separately were not valuable however the joint pattern of gdp and inflation projections was generally in accord with the economys movements ‘… directional forecasting … is now an increasingly popular metric for forecasting performance…’ pesaran and timmermann pesaran mh and timmermann a how costly is it to ignore breaks when forecasting the direction of a time series international journal of forecasting – crossref web of science ® google scholar
10.1002/for.2350,"Abstract The paper forecasts consumer price inflation in the euro area (EA) and in the USA between 1980:Q1 and 2012:Q4 based on a large set of predictors, with dynamic model averaging (DMA) and dynamic model selection (DMS). DMA/DMS allows not solely for coefficients to change over time, but also for changes in the entire forecasting model over time. DMA/DMS provides on average the best inflation forecasts with regard to alternative approaches (such as the random walk). DMS outperforms DMA. These results are robust for different sample periods and for various forecast horizons. The paper highlights common features between the USA and the EA. First, two groups of predictors forecast inflation: temporary fundamentals that have a frequent impact on inflation but only for short time periods; and persistent fundamentals whose switches are less frequent over time. Second, the importance of some variables (particularly international food commodity prices, house prices and oil prices) as predictors for consumer price index inflation increases when such variables experience large shocks. The paper also shows that significant differences prevail in the forecasting models between the USA and the EA. Such differences can be explained by the structure of these respective economies. Copyright © 2015 John Wiley &amp; Sons, Ltd.",1,abstract the paper forecasts consumer price inflation in the euro area ea and in the usa between q and q based on a large set of predictors with dynamic model averaging dma and dynamic model selection dms dmadms allows not solely for coefficients to change over time but also for changes in the entire forecasting model over time dmadms provides on average the best inflation forecasts with regard to alternative approaches such as the random walk dms outperforms dma these results are robust for different sample periods and for various forecast horizons the paper highlights common features between the usa and the ea first two groups of predictors forecast inflation temporary fundamentals that have a frequent impact on inflation but only for short time periods and persistent fundamentals whose switches are less frequent over time second the importance of some variables particularly international food commodity prices house prices and oil prices as predictors for consumer price index inflation increases when such variables experience large shocks the paper also shows that significant differences prevail in the forecasting models between the usa and the ea such differences can be explained by the structure of these respective economies copyright © john wiley amp sons ltd
10.1111/j.1468-0084.2005.00149.x,"Abstract This paper proposes and analyses the Kullback–Leibler information criterion (KLIC) as a unified statistical tool to evaluate, compare and combine density forecasts. Use of the KLIC is particularly attractive, as well as operationally convenient, given its equivalence with the widely used Berkowitz likelihood ratio test for the evaluation of individual density forecasts that exploits the probability integral transforms. Parallels with the comparison and combination of point forecasts are made. This and related Monte Carlo experiments help draw out properties of combined density forecasts. We illustrate the uses of the KLIC in an application to two widely used published density forecasts for UK inflation, namely the Bank of England and NIESR ‘fan’ charts.",1,abstract this paper proposes and analyses the kullback–leibler information criterion klic as a unified statistical tool to evaluate compare and combine density forecasts use of the klic is particularly attractive as well as operationally convenient given its equivalence with the widely used berkowitz likelihood ratio test for the evaluation of individual density forecasts that exploits the probability integral transforms parallels with the comparison and combination of point forecasts are made this and related monte carlo experiments help draw out properties of combined density forecasts we illustrate the uses of the klic in an application to two widely used published density forecasts for uk inflation namely the bank of england and niesr ‘fan’ charts
10.1162/rest.2009.11167,"This paper examines matched point and density forecasts of inflation from the Survey of Professional Forecasters to analyze the relationships among expected inflation, disagreement, and uncertainty. We undertake the empirical analysis within a seemingly unrelated regression framework and derive measures of uncertainty using a decomposition proposed by Wallis (2004, 2005) and by drawing on the concept of entropy. The results offer little evidence that disagreement is a useful proxy for uncertainty and mixed evidence that increases in expected inflation are accompanied by heightened uncertainty. Conversely, we document a quantitatively and statistically significant positive association between disagreement and expected inflation. © 2010 The President and Fellows of Harvard College and the Massachusetts Institute of Technology.",1,this paper examines matched point and density forecasts of inflation from the survey of professional forecasters to analyze the relationships among expected inflation disagreement and uncertainty we undertake the empirical analysis within a seemingly unrelated regression framework and derive measures of uncertainty using a decomposition proposed by wallis and by drawing on the concept of entropy the results offer little evidence that disagreement is a useful proxy for uncertainty and mixed evidence that increases in expected inflation are accompanied by heightened uncertainty conversely we document a quantitatively and statistically significant positive association between disagreement and expected inflation © the president and fellows of harvard college and the massachusetts institute of technology
10.17016/ifdp.2004.797,"We examine the performance of forward-looking inflation-forecast-based rules in open economies. In a New Keynesian two-bloc model, a methodology first employed by Batini and Pearlman (2002) is used to obtain analytically the feedback parameters/horizon pairs associated with unique and stable equilibria. Three key findings emerge: First, indeterminacy occurs for any value of the feedback parameter on inflation if the forecast horizon lies too far into the future. Second, the problem of indeterminacy is intrinsically more serious in the open economy. Third, the problem is compounded further in the open economy when central banks respond to expected consumer, rather than producer price inflation.",1,we examine the performance of forwardlooking inflationforecastbased rules in open economies in a new keynesian twobloc model a methodology first employed by batini and pearlman is used to obtain analytically the feedback parametershorizon pairs associated with unique and stable equilibria three key findings emerge first indeterminacy occurs for any value of the feedback parameter on inflation if the forecast horizon lies too far into the future second the problem of indeterminacy is intrinsically more serious in the open economy third the problem is compounded further in the open economy when central banks respond to expected consumer rather than producer price inflation
